hgnc_id	gene_symbol	ndd_ad_classes	ndd_ar_classes	ndd_adar_classes	ndd_all_classes
HGNC:23332	COMMD3	negative	negative	negative	negative
HGNC:26027	COMMD4	negative	negative	negative	negative
HGNC:17902	COMMD5	negative	negative	negative	negative
HGNC:24015	COMMD6	negative	negative	negative	negative
HGNC:16223	COMMD7	negative	negative	negative	negative
HGNC:26036	COMMD8	negative	negative	negative	negative
HGNC:25014	COMMD9	negative	negative	negative	negative
HGNC:30201	COMMD10	negative	negative	negative	negative
HGNC:2227	COMP	uknown	uknown	uknown	uknown
HGNC:2228	COMT	uknown	uknown	uknown	uknown
HGNC:26309	COMTD1	negative	negative	negative	negative
HGNC:17440	COP1	negative	negative	negative	negative
HGNC:2230	COPA	uknown	uknown	uknown	uknown
HGNC:2231	COPB1	uknown	uknown	uknown	uknown
HGNC:2232	COPB2	positive	-	positive	positive
HGNC:2234	COPE	negative	negative	negative	negative
HGNC:2236	COPG1	uknown	uknown	uknown	uknown
HGNC:2237	COPG2	negative	negative	negative	negative
HGNC:28848	COPRS	negative	negative	negative	negative
HGNC:30747	COPS2	negative	negative	negative	negative
HGNC:2239	COPS3	negative	negative	negative	negative
HGNC:16702	COPS4	negative	negative	negative	negative
HGNC:2240	COPS5	negative	negative	negative	negative
HGNC:21749	COPS6	negative	negative	negative	negative
HGNC:16758	COPS7A	negative	negative	negative	negative
HGNC:16760	COPS7B	negative	negative	negative	negative
HGNC:24335	COPS8	negative	negative	negative	negative
HGNC:21314	COPS9	negative	negative	negative	negative
HGNC:2243	COPZ1	negative	negative	negative	negative
HGNC:19356	COPZ2	negative	negative	negative	negative
HGNC:25223	COQ2	uknown	uknown	uknown	uknown
HGNC:18175	COQ3	negative	negative	negative	negative
HGNC:19693	COQ4	-	positive	positive	positive
HGNC:28722	COQ5	uknown	uknown	uknown	uknown
HGNC:20233	COQ6	uknown	uknown	uknown	uknown
HGNC:2244	COQ7	uknown	uknown	uknown	uknown
HGNC:16812	COQ8A	-	positive	positive	positive
HGNC:19041	COQ8B	uknown	uknown	uknown	uknown
HGNC:25302	COQ9	uknown	uknown	uknown	uknown
HGNC:26515	COQ10A	negative	negative	negative	negative
HGNC:25819	COQ10B	negative	negative	negative	negative
HGNC:19012	CORIN	negative	negative	negative	negative
HGNC:2252	CORO1A	uknown	uknown	uknown	uknown
HGNC:2253	CORO1B	negative	negative	negative	negative
HGNC:2254	CORO1C	negative	negative	negative	negative
HGNC:2255	CORO2A	negative	negative	negative	negative
HGNC:2256	CORO2B	negative	negative	negative	negative
HGNC:21356	CORO6	negative	negative	negative	negative
HGNC:26161	CORO7	negative	negative	negative	negative
HGNC:2257	CORT	negative	negative	negative	negative
HGNC:18304	COTL1	negative	negative	negative	negative
HGNC:2265	COX4I1	uknown	uknown	uknown	uknown
HGNC:16232	COX4I2	uknown	uknown	uknown	uknown
HGNC:2267	COX5A	uknown	uknown	uknown	uknown
HGNC:2269	COX5B	uknown	uknown	uknown	uknown
HGNC:2277	COX6A1	uknown	uknown	uknown	uknown
HGNC:2279	COX6A2	uknown	uknown	uknown	uknown
HGNC:2280	COX6B1	uknown	uknown	uknown	uknown
HGNC:24380	COX6B2	uknown	uknown	uknown	uknown
HGNC:2285	COX6C	uknown	uknown	uknown	uknown
HGNC:2287	COX7A1	uknown	uknown	uknown	uknown
HGNC:2288	COX7A2	uknown	uknown	uknown	uknown
HGNC:2289	COX7A2L	negative	negative	negative	negative
HGNC:2291	COX7B	uknown	uknown	uknown	uknown
HGNC:24381	COX7B2	uknown	uknown	uknown	uknown
HGNC:2292	COX7C	uknown	uknown	uknown	uknown
HGNC:2294	COX8A	uknown	uknown	uknown	uknown
HGNC:24382	COX8C	negative	negative	negative	negative
HGNC:2260	COX10	-	positive	positive	positive
HGNC:2261	COX11	uknown	uknown	uknown	uknown
HGNC:28216	COX14	uknown	uknown	uknown	uknown
HGNC:2263	COX15	-	positive	positive	positive
HGNC:20213	COX16	uknown	uknown	uknown	uknown
HGNC:2264	COX17	uknown	uknown	uknown	uknown
HGNC:26801	COX18	uknown	uknown	uknown	uknown
HGNC:28074	COX19	uknown	uknown	uknown	uknown
HGNC:26970	COX20	uknown	uknown	uknown	uknown
HGNC:2295	CP	uknown	uknown	uknown	uknown
HGNC:2296	CPA1	uknown	uknown	uknown	uknown
HGNC:2297	CPA2	negative	negative	negative	negative
HGNC:2298	CPA3	negative	negative	negative	negative
HGNC:15740	CPA4	uknown	uknown	uknown	uknown
HGNC:15722	CPA5	negative	negative	negative	negative
HGNC:17245	CPA6	uknown	uknown	uknown	uknown
HGNC:23228	CPAMD8	uknown	uknown	uknown	uknown
HGNC:2299	CPB1	negative	negative	negative	negative
HGNC:2300	CPB2	negative	negative	negative	negative
HGNC:2301	CPD	uknown	uknown	uknown	uknown
HGNC:2303	CPE	-	positive	positive	positive
HGNC:21744	CPEB1	negative	negative	negative	negative
HGNC:21745	CPEB2	negative	negative	negative	negative
HGNC:21746	CPEB3	negative	negative	negative	negative
HGNC:21747	CPEB4	uknown	uknown	uknown	uknown
HGNC:26159	CPED1	negative	negative	negative	negative
HGNC:51815	CPHXL	negative	negative	negative	negative
HGNC:55919	CPHXL2	negative	negative	negative	negative
HGNC:25801	CPLANE1	-	positive	positive	positive
HGNC:28127	CPLANE2	negative	negative	negative	negative
HGNC:2309	CPLX1	uknown	uknown	uknown	uknown
HGNC:2310	CPLX2	negative	negative	negative	negative
HGNC:27652	CPLX3	negative	negative	negative	negative
HGNC:24330	CPLX4	negative	negative	negative	negative
HGNC:2311	CPM	negative	negative	negative	negative
HGNC:2312	CPN1	negative	negative	negative	negative
HGNC:2313	CPN2	negative	negative	negative	negative
HGNC:2314	CPNE1	negative	negative	negative	negative
HGNC:2315	CPNE2	negative	negative	negative	negative
HGNC:2316	CPNE3	negative	negative	negative	negative
HGNC:2317	CPNE4	negative	negative	negative	negative
HGNC:2318	CPNE5	negative	negative	negative	negative
HGNC:2319	CPNE6	negative	negative	negative	negative
HGNC:2320	CPNE7	negative	negative	negative	negative
HGNC:23498	CPNE8	negative	negative	negative	negative
HGNC:24336	CPNE9	negative	negative	negative	negative
HGNC:21011	CPO	uknown	uknown	uknown	uknown
HGNC:2321	CPOX	uknown	uknown	uknown	uknown
HGNC:25632	CPPED1	negative	negative	negative	negative
HGNC:16910	CPQ	negative	negative	negative	negative
HGNC:2323	CPS1	-	positive	positive	positive
HGNC:2324	CPSF1	negative	negative	negative	negative
HGNC:2325	CPSF2	negative	negative	negative	negative
HGNC:2326	CPSF3	uknown	uknown	uknown	uknown
HGNC:2327	CPSF4	negative	negative	negative	negative
HGNC:33632	CPSF4L	negative	negative	negative	negative
HGNC:13871	CPSF6	negative	negative	negative	negative
HGNC:30098	CPSF7	negative	negative	negative	negative
HGNC:2328	CPT1A	uknown	uknown	uknown	uknown
HGNC:2329	CPT1B	uknown	uknown	uknown	uknown
HGNC:18540	CPT1C	uknown	uknown	uknown	uknown
HGNC:2330	CPT2	uknown	uknown	uknown	uknown
HGNC:28116	CPTP	negative	negative	negative	negative
HGNC:14399	CPVL	negative	negative	negative	negative
HGNC:2332	CPXCR1	uknown	uknown	uknown	uknown
HGNC:15771	CPXM1	negative	negative	negative	negative
HGNC:26977	CPXM2	uknown	uknown	uknown	uknown
HGNC:2333	CPZ	negative	negative	negative	negative
HGNC:2334	CR1	uknown	uknown	uknown	uknown
HGNC:2335	CR1L	negative	negative	negative	negative
HGNC:2336	CR2	uknown	uknown	uknown	uknown
HGNC:2338	CRABP1	negative	negative	negative	negative
HGNC:2339	CRABP2	negative	negative	negative	negative
HGNC:29219	CRACD	negative	negative	negative	negative
HGNC:33454	CRACDL	negative	negative	negative	negative
HGNC:28657	CRACR2A	uknown	uknown	uknown	uknown
HGNC:28703	CRACR2B	negative	negative	negative	negative
HGNC:2340	CRADD	-	positive	positive	positive
HGNC:14122	CRAMP1	negative	negative	negative	negative
HGNC:2342	CRAT	uknown	uknown	uknown	uknown
HGNC:2343	CRB1	uknown	uknown	uknown	uknown
HGNC:18688	CRB2	-	positive	positive	positive
HGNC:20237	CRB3	negative	negative	negative	negative
HGNC:30185	CRBN	uknown	uknown	uknown	uknown
HGNC:17888	CRCP	negative	negative	negative	negative
HGNC:29875	CRCT1	negative	negative	negative	negative
HGNC:2345	CREB1	negative	negative	negative	negative
HGNC:2347	CREB3	negative	negative	negative	negative
HGNC:18856	CREB3L1	uknown	uknown	uknown	uknown
HGNC:23720	CREB3L2	negative	negative	negative	negative
HGNC:18855	CREB3L3	uknown	uknown	uknown	uknown
HGNC:18854	CREB3L4	negative	negative	negative	negative
HGNC:16844	CREB5	negative	negative	negative	negative
HGNC:2348	CREBBP	positive	-	positive	positive
HGNC:2350	CREBL2	negative	negative	negative	negative
HGNC:24050	CREBRF	negative	negative	negative	negative
HGNC:24905	CREBZF	negative	negative	negative	negative
HGNC:2351	CREG1	negative	negative	negative	negative
HGNC:14272	CREG2	negative	negative	negative	negative
HGNC:14630	CRELD1	uknown	uknown	uknown	uknown
HGNC:28150	CRELD2	negative	negative	negative	negative
HGNC:2352	CREM	negative	negative	negative	negative
HGNC:2355	CRH	uknown	uknown	uknown	uknown
HGNC:2356	CRHBP	negative	negative	negative	negative
HGNC:2357	CRHR1	negative	negative	negative	negative
HGNC:2358	CRHR2	negative	negative	negative	negative
HGNC:2359	CRIM1	uknown	uknown	uknown	uknown
HGNC:2360	CRIP1	negative	negative	negative	negative
HGNC:2361	CRIP2	negative	negative	negative	negative
HGNC:17751	CRIP3	negative	negative	negative	negative
HGNC:14312	CRIPT	uknown	uknown	uknown	uknown
HGNC:11701	CRIPTO	negative	negative	negative	negative
HGNC:11703	CRIPTO3	negative	negative	negative	negative
HGNC:304	CRISP1	negative	negative	negative	negative
HGNC:12024	CRISP2	negative	negative	negative	negative
HGNC:16904	CRISP3	negative	negative	negative	negative
HGNC:18206	CRISPLD1	negative	negative	negative	negative
HGNC:25248	CRISPLD2	negative	negative	negative	negative
HGNC:2362	CRK	negative	negative	negative	negative
HGNC:2363	CRKL	uknown	uknown	uknown	uknown
HGNC:2364	CRLF1	uknown	uknown	uknown	uknown
HGNC:14281	CRLF2	negative	negative	negative	negative
HGNC:17177	CRLF3	negative	negative	negative	negative
HGNC:16148	CRLS1	uknown	uknown	uknown	uknown
HGNC:2365	CRMP1	negative	negative	negative	negative
HGNC:15762	CRNKL1	negative	negative	negative	negative
HGNC:1230	CRNN	negative	negative	negative	negative
HGNC:21299	CROCC	uknown	uknown	uknown	uknown
HGNC:51677	CROCC2	negative	negative	negative	negative
HGNC:2366	CROT	negative	negative	negative	negative
HGNC:2367	CRP	negative	negative	negative	negative
HGNC:37276	CRPPA	-	positive	positive	positive
HGNC:14882	CRTAC1	negative	negative	negative	negative
HGNC:24313	CRTAM	negative	negative	negative	negative
HGNC:2379	CRTAP	uknown	uknown	uknown	uknown
HGNC:16062	CRTC1	negative	negative	negative	negative
HGNC:27301	CRTC2	negative	negative	negative	negative
HGNC:26148	CRTC3	negative	negative	negative	negative
HGNC:2383	CRX	uknown	uknown	uknown	uknown
HGNC:2384	CRY1	uknown	uknown	uknown	uknown
HGNC:2385	CRY2	negative	negative	negative	negative
HGNC:2388	CRYAA	uknown	uknown	uknown	uknown
HGNC:2389	CRYAB	uknown	uknown	uknown	uknown
HGNC:2394	CRYBA1	uknown	uknown	uknown	uknown
HGNC:2395	CRYBA2	negative	negative	negative	negative
HGNC:2396	CRYBA4	uknown	uknown	uknown	uknown
HGNC:2397	CRYBB1	uknown	uknown	uknown	uknown
HGNC:2398	CRYBB2	uknown	uknown	uknown	uknown
HGNC:2400	CRYBB3	uknown	uknown	uknown	uknown
HGNC:356	CRYBG1	uknown	uknown	uknown	uknown
HGNC:17295	CRYBG2	negative	negative	negative	negative
HGNC:34427	CRYBG3	negative	negative	negative	negative
HGNC:2408	CRYGA	uknown	uknown	uknown	uknown
HGNC:2409	CRYGB	uknown	uknown	uknown	uknown
HGNC:2410	CRYGC	uknown	uknown	uknown	uknown
HGNC:2411	CRYGD	uknown	uknown	uknown	uknown
HGNC:20458	CRYGN	negative	negative	negative	negative
HGNC:2417	CRYGS	uknown	uknown	uknown	uknown
HGNC:18246	CRYL1	negative	negative	negative	negative
HGNC:2418	CRYM	uknown	uknown	uknown	uknown
HGNC:2419	CRYZ	negative	negative	negative	negative
HGNC:2420	CRYZL1	negative	negative	negative	negative
HGNC:2422	CS	negative	negative	negative	negative
HGNC:18966	CSAD	negative	negative	negative	negative
HGNC:24294	CSAG1	negative	negative	negative	negative
HGNC:16847	CSAG2	negative	negative	negative	negative
HGNC:26237	CSAG3	negative	negative	negative	negative
HGNC:30359	CSDC2	negative	negative	negative	negative
HGNC:29905	CSDE1	positive	-	positive	positive
HGNC:2431	CSE1L	negative	negative	negative	negative
HGNC:2432	CSF1	negative	negative	negative	negative
HGNC:2433	CSF1R	uknown	uknown	uknown	uknown
HGNC:2434	CSF2	uknown	uknown	uknown	uknown
HGNC:2435	CSF2RA	uknown	uknown	uknown	uknown
HGNC:2436	CSF2RB	uknown	uknown	uknown	uknown
HGNC:2438	CSF3	negative	negative	negative	negative
HGNC:2439	CSF3R	uknown	uknown	uknown	uknown
HGNC:24290	CSGALNACT1	uknown	uknown	uknown	uknown
HGNC:24292	CSGALNACT2	negative	negative	negative	negative
HGNC:2440	CSH1	negative	negative	negative	negative
HGNC:2441	CSH2	negative	negative	negative	negative
HGNC:2442	CSHL1	negative	negative	negative	negative
HGNC:2444	CSK	negative	negative	negative	negative
HGNC:33113	CSKMT	negative	negative	negative	negative
HGNC:14026	CSMD1	uknown	uknown	uknown	uknown
HGNC:19290	CSMD2	negative	negative	negative	negative
HGNC:19291	CSMD3	negative	negative	negative	negative
HGNC:2445	CSN1S1	negative	negative	negative	negative
HGNC:2447	CSN2	negative	negative	negative	negative
HGNC:2446	CSN3	negative	negative	negative	negative
HGNC:2451	CSNK1A1	negative	negative	negative	negative
HGNC:20289	CSNK1A1L	negative	negative	negative	negative
HGNC:2452	CSNK1D	uknown	uknown	uknown	uknown
HGNC:2453	CSNK1E	uknown	uknown	uknown	uknown
HGNC:2454	CSNK1G1	positive	-	positive	positive
HGNC:2455	CSNK1G2	negative	negative	negative	negative
HGNC:2456	CSNK1G3	negative	negative	negative	negative
HGNC:2457	CSNK2A1	positive	-	positive	positive
HGNC:2459	CSNK2A2	negative	negative	negative	negative
HGNC:2458	CSNK2A3	negative	negative	negative	negative
HGNC:2460	CSNK2B	positive	-	positive	positive
HGNC:53637	CSNKA2IP	negative	negative	negative	negative
HGNC:2466	CSPG4	negative	negative	negative	negative
HGNC:2467	CSPG5	negative	negative	negative	negative
HGNC:26193	CSPP1	-	positive	positive	positive
HGNC:14300	CSRNP1	negative	negative	negative	negative
HGNC:16006	CSRNP2	negative	negative	negative	negative
HGNC:30729	CSRNP3	negative	negative	negative	negative
HGNC:2469	CSRP1	negative	negative	negative	negative
HGNC:2470	CSRP2	negative	negative	negative	negative
HGNC:2472	CSRP3	uknown	uknown	uknown	uknown
HGNC:2473	CST1	uknown	uknown	uknown	uknown
HGNC:2474	CST2	negative	negative	negative	negative
HGNC:2475	CST3	uknown	uknown	uknown	uknown
HGNC:2476	CST4	negative	negative	negative	negative
HGNC:2477	CST5	negative	negative	negative	negative
HGNC:2478	CST6	negative	negative	negative	negative
HGNC:2479	CST7	negative	negative	negative	negative
HGNC:2480	CST8	negative	negative	negative	negative
HGNC:13261	CST9	negative	negative	negative	negative
HGNC:16233	CST9L	negative	negative	negative	negative
HGNC:15959	CST11	negative	negative	negative	negative
HGNC:2481	CSTA	uknown	uknown	uknown	uknown
HGNC:2482	CSTB	-	positive	positive	positive
HGNC:2483	CSTF1	negative	negative	negative	negative
HGNC:2484	CSTF2	uknown	uknown	uknown	uknown
HGNC:17086	CSTF2T	negative	negative	negative	negative
HGNC:2485	CSTF3	negative	negative	negative	negative
HGNC:15958	CSTL1	negative	negative	negative	negative
HGNC:28720	CSTPP1	negative	negative	negative	negative
HGNC:33267	CT45A1	negative	negative	negative	negative
HGNC:28400	CT45A2	negative	negative	negative	negative
HGNC:33268	CT45A3	negative	negative	negative	negative
HGNC:33270	CT45A5	negative	negative	negative	negative
HGNC:33271	CT45A6	negative	negative	negative	negative
HGNC:51260	CT45A7	negative	negative	negative	negative
HGNC:51261	CT45A8	negative	negative	negative	negative
HGNC:51262	CT45A9	negative	negative	negative	negative
HGNC:51263	CT45A10	negative	negative	negative	negative
HGNC:33282	CT47A1	negative	negative	negative	negative
HGNC:33283	CT47A2	negative	negative	negative	negative
HGNC:33284	CT47A3	negative	negative	negative	negative
HGNC:33285	CT47A4	negative	negative	negative	negative
HGNC:33286	CT47A5	negative	negative	negative	negative
HGNC:33287	CT47A6	negative	negative	negative	negative
HGNC:33288	CT47A7	negative	negative	negative	negative
HGNC:33289	CT47A8	negative	negative	negative	negative
HGNC:33290	CT47A9	negative	negative	negative	negative
HGNC:33291	CT47A10	negative	negative	negative	negative
HGNC:27397	CT47A11	negative	negative	negative	negative
HGNC:33292	CT47A12	negative	negative	negative	negative
HGNC:33293	CT47B1	negative	negative	negative	negative
HGNC:53820	CT47C1	negative	negative	negative	negative
HGNC:26047	CT55	negative	negative	negative	negative
HGNC:33494	CT83	negative	negative	negative	negative
HGNC:24198	CTAG1A	negative	negative	negative	negative
HGNC:2491	CTAG1B	negative	negative	negative	negative
HGNC:2492	CTAG2	negative	negative	negative	negative
HGNC:24346	CTAGE1	negative	negative	negative	negative
HGNC:24772	CTAGE4	negative	negative	negative	negative
HGNC:28644	CTAGE6	negative	negative	negative	negative
HGNC:37294	CTAGE8	negative	negative	negative	negative
HGNC:37275	CTAGE9	negative	negative	negative	negative
HGNC:37295	CTAGE15	negative	negative	negative	negative
HGNC:2494	CTBP1	positive	-	positive	positive
HGNC:2495	CTBP2	negative	negative	negative	negative
HGNC:2496	CTBS	negative	negative	negative	negative
HGNC:26169	CTC1	uknown	uknown	uknown	uknown
HGNC:13723	CTCF	positive	-	positive	positive
HGNC:16234	CTCFL	negative	negative	negative	negative
HGNC:19085	CTDNEP1	negative	negative	negative	negative
HGNC:2498	CTDP1	-	positive	positive	positive
HGNC:21614	CTDSP1	negative	negative	negative	negative
HGNC:17077	CTDSP2	negative	negative	negative	negative
HGNC:16890	CTDSPL	negative	negative	negative	negative
HGNC:26936	CTDSPL2	negative	negative	negative	negative
HGNC:2499	CTF1	uknown	uknown	uknown	uknown
HGNC:2501	CTH	uknown	uknown	uknown	uknown
HGNC:18831	CTHRC1	negative	negative	negative	negative
HGNC:23925	CTIF	negative	negative	negative	negative
HGNC:2505	CTLA4	uknown	uknown	uknown	uknown
HGNC:2509	CTNNA1	uknown	uknown	uknown	uknown
HGNC:2510	CTNNA2	-	positive	positive	positive
HGNC:2511	CTNNA3	uknown	uknown	uknown	uknown
HGNC:2512	CTNNAL1	negative	negative	negative	negative
HGNC:2514	CTNNB1	positive	-	positive	positive
HGNC:16913	CTNNBIP1	negative	negative	negative	negative
HGNC:15879	CTNNBL1	uknown	uknown	uknown	uknown
HGNC:2515	CTNND1	positive	-	positive	positive
HGNC:2516	CTNND2	uknown	uknown	uknown	uknown
HGNC:2518	CTNS	uknown	uknown	uknown	uknown
HGNC:2519	CTPS1	uknown	uknown	uknown	uknown
HGNC:2520	CTPS2	uknown	uknown	uknown	uknown
HGNC:16850	CTR9	uknown	uknown	uknown	uknown
HGNC:2521	CTRB1	uknown	uknown	uknown	uknown
HGNC:2522	CTRB2	uknown	uknown	uknown	uknown
HGNC:2523	CTRC	uknown	uknown	uknown	uknown
HGNC:2524	CTRL	negative	negative	negative	negative
HGNC:9251	CTSA	-	positive	positive	positive
HGNC:2527	CTSB	uknown	uknown	uknown	uknown
HGNC:2528	CTSC	uknown	uknown	uknown	uknown
HGNC:2529	CTSD	-	positive	positive	positive
HGNC:2530	CTSE	negative	negative	negative	negative
HGNC:2531	CTSF	uknown	uknown	uknown	uknown
HGNC:2532	CTSG	negative	negative	negative	negative
HGNC:2535	CTSH	negative	negative	negative	negative
HGNC:2536	CTSK	uknown	uknown	uknown	uknown
HGNC:2537	CTSL	uknown	uknown	uknown	uknown
HGNC:2542	CTSO	negative	negative	negative	negative
HGNC:2545	CTSS	negative	negative	negative	negative
HGNC:2538	CTSV	negative	negative	negative	negative
HGNC:2546	CTSW	negative	negative	negative	negative
HGNC:2547	CTSZ	negative	negative	negative	negative
HGNC:3338	CTTN	negative	negative	negative	negative
HGNC:15679	CTTNBP2	uknown	uknown	uknown	uknown
HGNC:25330	CTTNBP2NL	negative	negative	negative	negative
HGNC:29590	CTU1	negative	negative	negative	negative
HGNC:28005	CTU2	-	positive	positive	positive
HGNC:31108	CTXN1	negative	negative	negative	negative
HGNC:31109	CTXN2	negative	negative	negative	negative
HGNC:31110	CTXN3	negative	negative	negative	negative
HGNC:50507	CTXND1	negative	negative	negative	negative
HGNC:53440	CTXND2	negative	negative	negative	negative
HGNC:2548	CUBN	uknown	uknown	uknown	uknown
HGNC:31350	CUEDC1	negative	negative	negative	negative
HGNC:28352	CUEDC2	negative	negative	negative	negative
HGNC:2551	CUL1	negative	negative	negative	negative
HGNC:2552	CUL2	negative	negative	negative	negative
HGNC:2553	CUL3	positive	-	positive	positive
HGNC:2554	CUL4A	negative	negative	negative	negative
HGNC:2555	CUL4B	-	-	-	positive
HGNC:2556	CUL5	negative	negative	negative	negative
HGNC:21024	CUL7	uknown	uknown	uknown	uknown
HGNC:15982	CUL9	negative	negative	negative	negative
HGNC:21101	CUTA	negative	negative	negative	negative
HGNC:24271	CUTC	negative	negative	negative	negative
HGNC:2557	CUX1	positive	-	positive	positive
HGNC:19347	CUX2	positive	-	positive	positive
HGNC:17937	CUZD1	negative	negative	negative	negative
HGNC:26939	CWC15	negative	negative	negative	negative
HGNC:29322	CWC22	negative	negative	negative	negative
HGNC:25989	CWC25	negative	negative	negative	negative
HGNC:10664	CWC27	-	positive	positive	positive
HGNC:25613	CWF19L1	-	positive	positive	positive
HGNC:26508	CWF19L2	negative	negative	negative	negative
HGNC:26133	CWH43	negative	negative	negative	negative
HGNC:10647	CX3CL1	negative	negative	negative	negative
HGNC:2558	CX3CR1	uknown	uknown	uknown	uknown
HGNC:2559	CXADR	uknown	uknown	uknown	uknown
HGNC:4602	CXCL1	uknown	uknown	uknown	uknown
HGNC:4603	CXCL2	negative	negative	negative	negative
HGNC:4604	CXCL3	negative	negative	negative	negative
HGNC:10642	CXCL5	negative	negative	negative	negative
HGNC:10643	CXCL6	negative	negative	negative	negative
HGNC:6025	CXCL8	uknown	uknown	uknown	uknown
HGNC:7098	CXCL9	uknown	uknown	uknown	uknown
HGNC:10637	CXCL10	uknown	uknown	uknown	uknown
HGNC:10638	CXCL11	negative	negative	negative	negative
HGNC:10672	CXCL12	uknown	uknown	uknown	uknown
HGNC:10639	CXCL13	negative	negative	negative	negative
HGNC:10640	CXCL14	negative	negative	negative	negative
HGNC:16642	CXCL16	negative	negative	negative	negative
HGNC:19232	CXCL17	negative	negative	negative	negative
HGNC:6026	CXCR1	uknown	uknown	uknown	uknown
HGNC:6027	CXCR2	uknown	uknown	uknown	uknown
HGNC:4540	CXCR3	uknown	uknown	uknown	uknown
HGNC:2561	CXCR4	uknown	uknown	uknown	uknown
HGNC:1060	CXCR5	negative	negative	negative	negative
HGNC:16647	CXCR6	negative	negative	negative	negative
HGNC:28589	CXorf38	negative	negative	negative	negative
HGNC:30891	CXorf49	negative	negative	negative	negative
HGNC:34229	CXorf49B	negative	negative	negative	negative
HGNC:30533	CXorf51A	negative	negative	negative	negative
HGNC:42787	CXorf51B	negative	negative	negative	negative
HGNC:26356	CXorf58	uknown	uknown	uknown	uknown
HGNC:33713	CXorf65	negative	negative	negative	negative
HGNC:33743	CXorf66	negative	negative	negative	negative
HGNC:24343	CXXC1	negative	negative	negative	negative
HGNC:24593	CXXC4	negative	negative	negative	negative
HGNC:26943	CXXC5	negative	negative	negative	negative
HGNC:2570	CYB5A	uknown	uknown	uknown	uknown
HGNC:24374	CYB5B	negative	negative	negative	negative
HGNC:26516	CYB5D1	negative	negative	negative	negative
HGNC:28471	CYB5D2	negative	negative	negative	negative
HGNC:13397	CYB5R1	negative	negative	negative	negative
HGNC:24376	CYB5R2	negative	negative	negative	negative
HGNC:2873	CYB5R3	-	positive	positive	positive
HGNC:20147	CYB5R4	negative	negative	negative	negative
HGNC:32220	CYB5RL	negative	negative	negative	negative
HGNC:2571	CYB561	negative	negative	negative	negative
HGNC:23014	CYB561A3	negative	negative	negative	negative
HGNC:26804	CYB561D1	negative	negative	negative	negative
HGNC:30253	CYB561D2	negative	negative	negative	negative
HGNC:2577	CYBA	uknown	uknown	uknown	uknown
HGNC:2578	CYBB	uknown	uknown	uknown	uknown
HGNC:28672	CYBC1	uknown	uknown	uknown	uknown
HGNC:20797	CYBRD1	uknown	uknown	uknown	uknown
HGNC:2579	CYC1	-	positive	positive	positive
HGNC:19986	CYCS	uknown	uknown	uknown	uknown
HGNC:13759	CYFIP1	uknown	uknown	uknown	uknown
HGNC:13760	CYFIP2	positive	-	positive	positive
HGNC:16505	CYGB	negative	negative	negative	negative
HGNC:2582	CYLC1	negative	negative	negative	negative
HGNC:2583	CYLC2	uknown	uknown	uknown	uknown
HGNC:2584	CYLD	uknown	uknown	uknown	uknown
HGNC:2595	CYP1A1	negative	negative	negative	negative
HGNC:2596	CYP1A2	negative	negative	negative	negative
HGNC:2597	CYP1B1	uknown	uknown	uknown	uknown
HGNC:2610	CYP2A6	negative	negative	negative	negative
HGNC:2611	CYP2A7	negative	negative	negative	negative
HGNC:2608	CYP2A13	negative	negative	negative	negative
HGNC:2615	CYP2B6	uknown	uknown	uknown	uknown
HGNC:2622	CYP2C8	uknown	uknown	uknown	uknown
HGNC:2623	CYP2C9	negative	negative	negative	negative
HGNC:2620	CYP2C18	negative	negative	negative	negative
HGNC:2621	CYP2C19	negative	negative	negative	negative
HGNC:2625	CYP2D6	negative	negative	negative	negative
HGNC:2624	CYP2D7	negative	negative	negative	negative
HGNC:2631	CYP2E1	negative	negative	negative	negative
HGNC:2632	CYP2F1	negative	negative	negative	negative
HGNC:2634	CYP2J2	uknown	uknown	uknown	uknown
HGNC:20580	CYP2R1	uknown	uknown	uknown	uknown
HGNC:15654	CYP2S1	negative	negative	negative	negative
HGNC:20582	CYP2U1	uknown	uknown	uknown	uknown
HGNC:20243	CYP2W1	negative	negative	negative	negative
HGNC:2637	CYP3A4	uknown	uknown	uknown	uknown
HGNC:2638	CYP3A5	negative	negative	negative	negative
HGNC:2640	CYP3A7	negative	negative	negative	negative
HGNC:17450	CYP3A43	negative	negative	negative	negative
HGNC:2642	CYP4A11	negative	negative	negative	negative
HGNC:20575	CYP4A22	negative	negative	negative	negative
HGNC:2644	CYP4B1	negative	negative	negative	negative
HGNC:2645	CYP4F2	negative	negative	negative	negative
HGNC:2646	CYP4F3	negative	negative	negative	negative
HGNC:2648	CYP4F8	negative	negative	negative	negative
HGNC:13265	CYP4F11	negative	negative	negative	negative
HGNC:18857	CYP4F12	negative	negative	negative	negative
HGNC:26820	CYP4F22	uknown	uknown	uknown	uknown
HGNC:23198	CYP4V2	uknown	uknown	uknown	uknown
HGNC:20244	CYP4X1	negative	negative	negative	negative
HGNC:20583	CYP4Z1	negative	negative	negative	negative
HGNC:2651	CYP7A1	uknown	uknown	uknown	uknown
HGNC:2652	CYP7B1	uknown	uknown	uknown	uknown
HGNC:2653	CYP8B1	negative	negative	negative	negative
HGNC:2590	CYP11A1	uknown	uknown	uknown	uknown
HGNC:2591	CYP11B1	uknown	uknown	uknown	uknown
HGNC:2592	CYP11B2	uknown	uknown	uknown	uknown
